,Boat Type,Manufacturer,Type,Year Built,Price (EUR),Length,Width,Material,Number of views last 7 days,Location
8894,Sport Boat,Tullio Abbate power boats,"Used boat,Unleaded",1997,29000,7.5,2.34,GRP,156,Italy
8896,Cabin Boat,Azimut power boats,"Used boat,Diesel",1991,29000,9.23,3.18,GRP,101,Italy
8897,Pontoon Boat,Intermare power boats,"Used boat,Diesel",1997,29000,9.0,3.2,GRP,144,Italy
8899,Cabin Boat,Thompson power boats,"Used boat,Diesel",1993,29000,10.8,3.34,GRP,294,Italy
8900,Center console boat,Intrepid power boats,"Used boat,Unleaded",1991,29000,9.77,2.6,Plastic,205,France
8901,"Cabin Boat,Sport Boat",Bayliner power boats,"Used boat,Unleaded",2004,29000,7.34,2.57,GRP,516,Germany
8902,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2003,29000,8.25,2.89,PVC,165,France
8905,Motor Yacht,Chaparral power boats,Unleaded,1998,28990,9.73,2.97,GRP,143,Germany
8906,Trawler,,Used boat,1990,28950,10.3,3.25,Steel,191,Netherlands
8907,Cabin Boat,Eolo power boats,new boat from stock,2019,28900,6.5,2.55,GRP,350,Germany
8910,Cabin Boat,Marex power boats,Used boat,1990,28900,7.1,2.5,GRP,273,Germany
8911,Cabin Boat,Eolo power boats,"Used boat,Unleaded",2015,28900,5.9,2.5,GRP,156,Germany
8912,Pilothouse,Atlantic Marine power boats,"Used boat,Unleaded",2014,31000,5.6,2.44,GRP,186,Switzerland
8913,Bowrider,Regal power boats,"Used boat,Unleaded",2003,28500,6.7,2.54,GRP,487,Bremen
8914,Flybridge,Moonraker power boats,Used boat,1980,28500,11.0,3.85,GRP,200,Netherlands
8916,Motor Yacht,Uttern power boats,"new boat on order,Unleaded",2020,30690,5.23,2.17,GRP,189,Switzerland
8921,Sport Boat,Gobbi power boats,Used boat,1997,28000,8.9,2.9,,136,Italy
8922,Trawler,,"Used boat,Diesel",1975,28000,12.86,3.2,Steel,199,Spain
8923,Flybridge,,"Used boat,Unleaded",1936,28000,6.0,2.0,Steel,137,Germany
8924,Cabin Boat,Marex power boats,"Used boat,Diesel",1990,28000,9.1,2.99,GRP,134,Croatia
8925,Motor Yacht,Riva power boats,"Used boat,Unleaded",1979,28000,11.68,3.85,GRP,250,Italy
8926,Sport Boat,,Used boat,2002,28000,7.5,2.5,GRP,102,Italy
8928,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2000,28000,8.4,2.57,GRP,155,Italy
8930,Bowrider,Chaparral power boats,"Used boat,Unleaded",2017,28000,5.89,2.29,PVC,148,France
8931,Deck Boat,Intrepid power boats,Used boat,1992,28000,9.78,2.59,GRP,106,Italy
8932,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1997,28000,9.4,3.5,GRP,182,Italy
8933,Pontoon Boat,Bluline power boats,new boat from stock,2020,28000,7.02,2.42,GRP,132,Italy
8934,Pilothouse,Jeanneau power boats,Used boat,2015,28000,5.79,2.46,PVC,122,France
8937,"House Boat,Sport Boat,Trawler",Voyager power boats,"Used boat,Unleaded",1999,28000,8.6,2.5,GRP,353,Germany
8938,Sport Boat,,"Used boat,Unleaded",2008,28000,7.26,2.68,GRP,311,Belgium
8939,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1988,28000,10.2,3.6,GRP,140,Spain
8941,Trawler,Gruno power boats,"Used boat,Diesel",1976,27990,10.5,3.3,Steel,220,Germany
8942,Sport Boat,Draco power boats,"Used boat,Unleaded",1990,30000,6.77,2.28,GRP,581,Switzerland
8944,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,27799,6.4,2.45,GRP,218,Germany
8945,Bowrider,Yamarin power boats,new boat from stock,2020,27785,5.66,2.17,Aluminium,139,Germany
8946,Cabin Boat,Quicksilver power boats,"Used boat,Unleaded",2006,30000,6.52,2.54,GRP,289,Switzerland
8947,Fishing Boat,Selva power boats,Used boat,2014,29990,6.4,2.38,GRP,190,Switzerland
8948,Pontoon Boat,BSC power boats,"Used boat,Unleaded",2009,29990,6.65,2.8,,201,Switzerland
8949,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,27699,7.23,2.55,GRP,101,Germany
8950,Pilothouse,Chris Craft power boats,"Used boat,Unleaded",1994,29900,8.26,2.7,GRP,285,Switzerland
8951,Motor Yacht,NorthMaster power boats,"new boat from stock,Unleaded",2020,29900,5.3,2.14,,167,Switzerland
8954,"Cabin Boat,House Boat,Trawler",Aquanaut power boats,"Used boat,Diesel",1984,29888,9.0,3.28,Steel,651,Switzerland
8957,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1996,29800,7.0,2.43,GRP,678,Switzerland
8960,Deck Boat,BMA power boats,new boat from stock,2020,27500,8.05,2.5,,209,Italy
8962,Working Boat,,Used boat,1934,27500,13.56,3.22,Steel,112,Netherlands
8965,Cabin Boat,Albin power boats,Diesel,1985,27500,9.7,3.25,GRP,272,Germany
8966,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,27500,7.21,2.59,,116,France
8967,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,27499,5.5,2.29,GRP,272,Germany
8968,Trawler,,"Used boat,Diesel",1981,27490,11.0,3.2,Steel,127,Germany
8970,Motor Yacht,Eolo power boats,new boat from stock,2019,27490,6.5,2.55,,124,Germany
8971,Pilothouse,Selection Boats power boats,"new boat from stock,Unleaded",2019,29700,6.0,2.25,GRP,265,Switzerland
8972,"Cabin Boat,Fishing Boat",BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,25000,7.2,2.59,GRP,294,United
8975,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2008,27000,6.66,2.64,PVC,113,France
8976,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",1995,27000,8.91,3.14,PVC,117,France
8977,Flybridge,Fairline power boats,"Used boat,Diesel",1976,27000,9.8,3.6,GRP,113,Italy
8978,Flybridge,Fairline power boats,"Used boat,Diesel",1976,27000,9.8,3.6,GRP,115,Italy
8980,Bowrider,Sea Ray power boats,"Used boat,Unleaded",1999,27000,8.04,2.79,GRP,136,Spain
8981,Motor Yacht,Formula power boats,"Used boat,Unleaded",1990,27000,8.15,2.7,GRP,642,Switzerland
8982,Launch,Corsiva power boats,"Used boat,Unleaded",2015,27000,6.9,2.65,Plastic,267,Netherlands
8983,Sport Boat,Bruno Abbate power boats,"Used boat,Diesel",1992,27000,9.3,2.9,GRP,259,Italy
8984,Bowrider,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2017,27000,6.12,2.4,GRP,231,Germany
8985,"Bowrider,Center console boat,Sport Boat",Bayliner power boats,"Used boat,Unleaded",2018,27000,6.81,2.36,GRP,389,Germany
8986,Motor Yacht,Dellapasqua power boats,"Used boat,Diesel",1983,27000,9.54,3.08,GRP,170,Italy
8987,"Classic,Motor Yacht",,"Used boat,Diesel",1980,27000,9.5,3.0,Wood,108,Turkey
8989,Deck Boat,Marinello power boats,new boat from stock,2015,26980,6.45,2.45,,109,Germany
8990,Sport Boat,Marinello power boats,new boat from stock,2015,26900,5.9,2.48,,129,Germany
8993,Cabin Boat,Sting power boats,new boat from stock,2018,26900,6.1,2.37,GRP,156,Germany
8997,Bowrider,Bayliner power boats,"Used boat,Diesel",2006,26900,5.79,2.39,GRP,382,Lake
8998,Sport Boat,Karnic power boats,"Used boat,Unleaded",2010,26900,6.3,2.45,,120,France
8999,Cabin Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,26900,6.5,2.59,GRP,310,Germany
9001,Launch,Triton power boats,"Used boat,Diesel",2009,26900,6.5,2.5,GRP,244,Bielefeld
9002,Center console boat,Quicksilver power boats,"Used boat,Unleaded",2013,29000,5.75,2.34,Plastic,773,Switzerland
9003,"Classic,Sport Boat",Boesch power boats,Used boat,1967,29000,5.1,2.0,Wood,595,Switzerland
9005,Pontoon Boat,Italmar power boats,"Used boat,Unleaded",2017,26500,6.0,2.5,GRP,123,Italy
9006,Cabin Boat,Regal power boats,"Used boat,Diesel",1994,26500,7.95,2.79,GRP,200,Portugal
9007,Trawler,,"Used boat,Diesel",1976,26500,10.5,3.4,Steel,105,Netherlands
9008,Pilothouse,Viking power boats,new boat from stock,2020,26500,6.84,2.5,Aluminium,146,Germany
9010,"Cabin Boat,Sport Boat",Rio power boats,"Used boat,Unleaded",1996,26500,8.95,2.7,GRP,270,Germany
9011,Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,26500,6.02,2.34,GRP,128,Germany
9012,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,26400,6.2,2.34,GRP,102,Germany
9013,Motor Yacht,Tullio Abbate power boats,"Used boat,Unleaded",1998,28500,7.5,2.28,GRP,374,Switzerland
9014,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2002,28500,6.4,2.59,GRP,368,Switzerland
9017,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,26000,8.5,2.95,PVC,303,France
9019,Pilothouse,Formula power boats,"Used boat,Unleaded",1991,26000,7.92,2.52,GRP,247,Germany
9020,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1999,26000,8.53,2.59,,159,France
9021,Sport Boat,Regal power boats,"Used boat,Diesel",1998,26000,7.52,2.6,,138,Portugal
9022,Pontoon Boat,Boston Whaler power boats,Used boat,1982,26000,7.5,2.55,GRP,143,Italy
9025,Fishing Boat,Seaswirl power boats,"Used boat,Unleaded",2003,26000,7.47,2.59,GRP,378,Italy
9026,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1996,26000,7.9,2.5,GRP,224,Croatia
9027,Cabin Boat,Sciallino power boats,"Used boat,Diesel",1996,26000,5.92,2.5,GRP,118,Porto
9028,Deck Boat,Sessa power boats,"Used boat,Unleaded",2012,26000,7.31,2.5,PVC,266,France
9029,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,25999,5.55,2.29,GRP,105,Germany
9031,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,25999,5.33,2.17,GRP,207,Germany
9035,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2016,25950,5.02,2.12,GRP,246,Ostsee
9036,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,25680,6.4,2.52,PVC,106,France
9037,Pontoon Boat,Tauscheck power boats,"Used boat,Unleaded",2010,27500,9.94,3.1,Aluminium,260,Switzerland
9038,Sport Boat,Windy power boats,"Used boat,Unleaded",1992,27500,7.85,2.54,GRP,540,Switzerland
9041,Sport Boat,AMT power boats,new boat from stock,2019,25500,6.08,2.35,GRP,154,Germany
9043,Cabin Boat,Sciallino power boats,"Used boat,Diesel",1987,25500,7.55,2.78,GRP,136,Italy
9044,Cabin Boat,Princess power boats,"Used boat,Unleaded",1980,25500,10.0,3.0,GRP,226,Croatia
9045,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2007,25500,7.2,2.52,PVC,159,France
9046,Sport Boat,Crownline power boats,"Used boat,Unleaded",1997,25500,8.9,2.55,GRP,201,Netherlands
9047,Bowrider,Maxima power boats,new boat from stock,2019,25390,6.15,2.3,GRP,261,Germany
9050,Motor Yacht,,Used boat,1986,25000,9.5,3.1,Steel,136,Netherlands
9052,Sport Boat,Gobbi power boats,Used boat,1986,25000,7.8,2.51,GRP,114,Italy
9054,Working Boat,,"Used boat,Diesel",1950,25000,16.0,4.0,Steel,125,Netherlands
9055,Deck Boat,Eolo power boats,"new boat from stock,Unleaded",2020,25000,5.9,2.5,,127,Italy
9056,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1982,25000,9.4,3.1,GRP,182,Italy
9057,Motor Yacht,De Wiel power boats,"Used boat,Diesel",1975,25000,10.0,3.4,Steel,233,Belgium
9058,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1996,25000,8.5,3.0,GRP,306,Italy
9059,Working Boat,,"Used boat,Diesel",1996,25000,7.5,2.5,,296,Italy
9060,"Classic,Trawler",,"Used boat,Diesel",1897,25000,9.4,3.2,Wood,119,Netherlands
9062,Trawler,,"Used boat,Diesel",1952,25000,31.41,5.04,Steel,143,United
9063,Cabin Boat,Lema power boats,"Used boat,Unleaded",2010,25000,6.6,2.5,GRP,228,Italy
9064,Cabin Boat,Cranchi power boats,"Used boat,Diesel",2003,25000,7.81,2.5,GRP,277,Italy
9067,Cabin Boat,Rio Iberica power boats,"Used boat,Unleaded",2005,25000,7.65,2.55,Carbon Fiber,191,France
9068,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1991,25000,9.3,2.7,GRP,334,Austria
9069,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1999,25000,9.0,3.0,GRP,423,Finland
9070,Sport Boat,Sunseeker power boats,"Used boat,Unleaded",1992,25000,8.2,2.7,GRP,336,Croatia
9071,Sport Boat,Rinker power boats,Used boat,2000,25000,8.23,2.6,GRP,272,Croatia
9072,Flybridge,Fairline power boats,"Used boat,Diesel",1994,25000,9.9,3.5,GRP,746,Italy
9074,Cabin Boat,Viking (GB) power boats,"Used boat,Unleaded",2006,25000,7.42,2.45,GRP,160,France
9075,Motor Yacht,Coverline power boats,"Used boat,Unleaded",2005,25000,7.5,2.55,GRP,233,Italy
9076,Pilothouse,Mery Nautic power boats,"Used boat,Diesel",2005,25000,7.16,2.82,PVC,141,France
9077,Fishing Boat,Bayliner power boats,"Used boat,Unleaded",2006,25000,7.0,2.5,,358,France
9078,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,24999,6.55,2.54,GRP,113,Germany
9079,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,24999,6.74,2.55,GRP,146,Germany
9080,Sport Boat,BlueCraft power boats,"new boat from stock,Unleaded",2020,24999,6.5,2.4,GRP,160,Germany
9081,Cabin Boat,Beachcraft power boats,"Used boat,Diesel",1985,24995,11.8,3.25,Steel,418,Netherlands
9082,Sport Boat,,"Used boat,Unleaded",2008,24990,6.7,2.52,GRP,199,Croatia
9085,Sport Boat,Futuro power boats,Display Model,2019,24990,5.5,2.0,Aluminium,125,Germany
9086,Motor Yacht,Maxum power boats,Unleaded,1997,24990,9.07,2.95,GRP,295,Germany
9087,Motorsailer,,Diesel,1971,24990,11.0,3.5,Steel,177,Germany
9090,Fishing Boat,Thoma power boats,"Used boat,Unleaded",2007,27000,6.0,1.85,GRP,352,Switzerland
9092,Sport Boat,Invictus power boats,Display Model,2020,24930,6.1,2.4,GRP,176,Switzerland
9093,Cabin Boat,Fairline power boats,"Used boat,Unleaded",1992,24900,8.94,3.06,GRP,508,Germany
9094,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1994,24900,8.46,2.57,GRP,249,Germany
9095,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,24900,8.45,2.56,GRP,527,Croatia
9096,Trawler,,Used boat,1980,24900,10.6,3.0,Steel,173,Netherlands
9097,Sport Boat,Numo power boats,"Used boat,Unleaded",2014,26900,5.84,2.53,GRP,161,Switzerland
9099,Bowrider,Bella power boats,Display Model,2019,26800,5.5,2.29,,365,Switzerland
9100,Deck Boat,Olympic power boats,"Used boat,Unleaded",2015,26600,5.58,2.16,GRP,121,Switzerland
9102,Sport Boat,Nordkapp power boats,new boat from stock,2017,24550,6.06,2.2,GRP,192,Germany
9104,Motor Yacht,B2 Marine power boats,new boat from stock,2020,26500,5.7,2.15,GRP,189,Switzerland
9105,"Cabin Boat,Pilothouse,Sport Boat",Century power boats,"Used boat,Unleaded",1989,26500,7.67,2.43,GRP,619,Switzerland
9106,Runabout,,"Used boat,Diesel",1987,24500,8.0,3.06,GRP,147,Italy
9108,Trawler,,"Used boat,Diesel",1934,24500,15.77,3.46,Steel,108,Netherlands
9110,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",1988,24500,8.74,3.2,GRP,298,Germany
9111,Trawler,Proficiat power boats,Used boat,1980,24500,9.75,3.0,Steel,138,Netherlands
9113,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,24500,6.53,2.59,PVC,111,France
9114,Motor Yacht,Polar power boats,"Used boat,Diesel",1988,24500,9.75,3.1,GRP,342,Croatia
9115,Cabin Boat,DarekCo power boats,"Used boat,Unleaded",2016,24500,6.65,2.39,Carbon Fiber,106,France
9117,Motor Yacht,Super van Craft power boats,Used boat,1963,24500,11.0,3.35,Steel,248,Netherlands
9118,Classic,,"Used boat,Diesel",1979,24500,10.5,3.25,Steel,158,Netherlands
9119,Motor Yacht,,Used boat,1978,24495,9.8,3.2,Steel,194,Netherlands
9123,Working Boat,,new boat from stock,2015,26000,6.0,1.9,Aluminium,153,Switzerland
9125,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2000,24000,7.44,2.75,,131,France
9127,Motor Yacht,Biam power boats,"Used boat,Diesel",1992,24000,10.0,3.2,GRP,249,Italy
9128,Cabin Boat,Gibert Marine power boats,"Used boat,Diesel",1991,24000,8.5,3.0,Plastic,219,France
9129,"Cabin Boat,Classic,Passenger boat",,"Used boat,Electric",2009,23999,8.0,3.0,Wood,248,Austria
9130,Sport Boat,Saver power boats,new boat from stock,2020,23990,5.75,2.26,GRP,203,Germany
9131,Cabin Boat,,"Used boat,Unleaded",1991,23990,9.3,2.9,GRP,118,Austria
9132,Cabin Boat,Inter power boats,Diesel,1985,23990,7.4,2.55,GRP,176,Germany
9134,Center console boat,MP Watersport power boats,"new boat from stock,Unleaded",2020,25920,5.6,2.05,GRP,111,Switzerland
9137,"Cabin Boat,Fishing Boat",Bella power boats,"Used boat,Unleaded",2004,25900,5.62,2.08,GRP,684,Switzerland
9138,Motor Yacht,Windy power boats,"Used boat,Unleaded",1992,25900,8.6,2.8,GRP,896,Switzerland
9142,Sport Boat,AMT power boats,new boat from stock,2019,23900,5.5,2.24,GRP,106,Germany
9143,Cabin Boat,Chaparral power boats,"Used boat,Unleaded",1995,23900,7.7,2.59,GRP,193,Germany
9146,Motor Yacht,Sea Ray power boats,Unleaded,1988,23900,9.9,3.4,GRP,231,Germany
9147,Pilothouse,Scand power boats,"Used boat,Unleaded",1988,25800,8.3,3.06,GRP,430,Switzerland
9149,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,25702,5.45,2.16,Aluminium,352,Switzerland
9150,Fishing Boat,Smartliner power boats,new boat from stock,2020,25700,6.28,2.24,GRP,260,Switzerland
9151,Launch,,new boat from stock,2020,23750,7.5,2.5,,127,Germany
9152,Sport Boat,Windy power boats,"Used boat,Unleaded",1994,25000,7.85,2.54,GRP,489,Switzerland
9154,Cabin Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",1987,25000,6.4,2.36,GRP,365,Switzerland
9155,Motor Yacht,Draco power boats,"Used boat,Unleaded",1984,25000,9.5,3.14,GRP,340,Switzerland
9157,Sport Boat,Performance power boats,"Used boat,Unleaded",1993,24900,7.2,2.5,GRP,400,Switzerland
9158,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,24900,5.06,2.13,Aluminium,199,Switzerland
9159,"Motor Yacht,Sport Boat",Tullio Abbate power boats,"Used boat,Unleaded",1990,24900,7.85,2.26,GRP,605,Switzerland
9160,Deck Boat,CAD Marine power boats,"Used boat,Unleaded",2009,23000,6.42,2.42,GRP,101,Italy
9161,Sport Boat,Chaparral power boats,"Used boat,Unleaded",1997,23000,9.0,2.0,GRP,171,Croatia
9162,Sport Boat,Azimut power boats,"Used boat,Diesel",1986,23000,8.68,3.21,GRP,181,Italy
9164,Cabin Boat,Sessa power boats,"Used boat,Unleaded",2003,23000,6.83,2.5,GRP,272,Italy
9165,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2006,23000,6.98,2.59,PVC,170,France
9166,Trawler,,"Used boat,Diesel",1973,22990,10.0,3.65,Steel,222,Germany
9169,Cabin Boat,Regal power boats,"Used boat,Unleaded",2001,22950,6.4,2.5,GRP,362,Germany
9170,Launch,,new boat from stock,2020,22950,7.5,2.5,,111,Germany
9172,Sport Boat,Marinello power boats,Used boat,2015,22900,5.3,2.3,,121,Germany
9173,Fishing Boat,Sport Craft power boats,"Used boat,Diesel",1996,22900,7.83,2.5,GRP,257,Germany
9177,Sport Boat,Crownline power boats,"Used boat,Unleaded",1996,22900,8.08,2.59,,141,Germany
9180,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1994,22900,6.57,2.43,GRP,172,Austria
9182,Cabin Boat,,"Used boat,Diesel",1975,22500,10.5,3.4,Steel,115,Netherlands
9184,Pontoon Boat,BlueCraft power boats,Display Model,2020,22500,5.4,2.55,Aluminium,225,Germany
9188,Launch,Valk power boats,new boat from stock,2020,22500,8.5,2.74,Steel,110,Netherlands
9189,Trawler,,"Used boat,Diesel",1979,22500,9.85,3.18,Steel,186,Netherlands
9191,Trawler,Rijo Kruiser power boats,Used boat,1978,22500,11.5,3.1,Steel,197,Netherlands
9192,Cabin Boat,Regal power boats,"Used boat,Unleaded",1992,22500,8.8,2.8,GRP,263,Austria
9193,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,22499,5.5,2.29,GRP,152,Germany
9196,Fishing Boat,Thoma power boats,new boat from stock,2018,24060,5.5,1.65,GRP,259,Switzerland
9197,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,22200,6.13,2.45,,169,Italy
9198,Deck Boat,BÃ©nÃ©teau power boats,new boat from stock,2019,22187,5.27,2.38,PVC,122,Belgium
9201,Sport Boat,Ebbtide power boats,"Used boat,Unleaded",1992,23900,5.8,2.34,GRP,494,Switzerland
9202,Fishing Boat,Ocean Master (US) power boats,"Used boat,Unleaded",2008,23900,6.05,2.45,GRP,337,Switzerland
9203,Sport Boat,Galia power boats,new boat on order,2020,23800,5.7,2.38,GRP,244,Switzerland
9207,Sport Boat,Ranieri power boats,"Used boat,Unleaded",2002,22000,7.55,2.05,PVC,190,Monaco
9208,Pontoon Boat,Cantieri Nautici Solcio power boats,"Used boat,Diesel",1992,22000,9.5,3.4,GRP,200,Italy
9209,Pontoon Boat,Sessa power boats,"Used boat,Unleaded",2009,22000,6.45,2.5,GRP,163,Italy
9211,Motor Yacht,Eolo power boats,new boat from stock,2019,21950,5.9,2.5,,127,Germany
9213,Trawler,,"Used boat,Diesel",1963,20000,18.59,4.27,,247,United
9214,"Fishing Boat,Passenger boat,Sport Boat",Gropp power boats,"Used boat,Unleaded",2005,23500,6.02,1.55,Aluminium,340,Switzerland
9219,Deck Boat,,"new boat from stock,Unleaded",2020,21750,7.2,2.5,,210,Germany
9220,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2008,23500,6.03,2.44,GRP,291,Switzerland
9221,Pilothouse,Viking (GB) power boats,"Used boat,Unleaded",1990,23500,6.75,2.29,GRP,134,Switzerland
9222,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,23460,5.07,2.12,GRP,262,Switzerland
9223,House Boat,,new boat from stock,2020,21700,8.8,3.0,Wood,232,Poland
9224,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,21700,6.22,2.49,,146,Italy
9225,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,21699,6.74,2.55,GRP,111,Germany
9227,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2000,21500,7.32,2.54,GRP,227,Spain
9228,Trawler,,"Used boat,Diesel",1979,21500,10.5,3.1,Steel,184,Netherlands
9230,Cabin Boat,Formula power boats,"Used boat,Unleaded",1991,21500,9.32,2.59,GRP,417,Italy
9231,Pilothouse,Drago Boats power boats,Unleaded,2014,21500,5.4,2.08,GRP,149,Germany
9232,Cabin Boat,Schweizer power boats,"Used boat,Diesel",1986,21500,7.0,2.45,GRP,281,Germany
9233,Cabin Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2007,21500,6.21,2.47,Carbon Fiber,141,France
9234,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,21500,6.53,2.59,PVC,167,France
9237,Cabin Boat,Tullio Abbate power boats,"Used boat,Unleaded",1991,23000,7.5,2.28,,655,Switzerland
9239,Trawler,,Used boat,1973,21000,9.6,2.85,Steel,189,Netherlands
9240,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2002,21000,6.32,2.44,GRP,280,Germany
9241,Center console boat,Arkos power boats,Used boat,2016,21000,6.47,2.4,GRP,111,Malta
9242,"Classic,Fishing Boat,Working Boat",MÃ¤ndli power boats,"Used boat,Unleaded",2013,21000,9.0,1.6,Wood,199,Lake
9243,Flybridge,Carver power boats,"Used boat,Diesel",1993,21000,8.4,2.86,,172,France
9244,Cabin Boat,Schwarz power boats,"Used boat,Diesel",1973,21000,10.3,3.35,GRP,631,Germany
9245,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,20999,5.02,2.12,GRP,206,Germany
